usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado,ratio_gasto_ingreso,ratio_deuda_ingreso,ratio_ahorro_ingreso,margen_mensual_estimado,cantidad_transacciones,monto_total,monto_promedio_transaccion,monto_mediano,monto_maximo,desviacion_montos,cantidad_recurrentes,cantidad_transacciones_grandes,categorias_distintas,ratio_deuda_ingreso_calculado,ratio_gasto_ingreso_calculado,ratio_ahorro_ingreso_calculado
USR0036,2722.09,1450.18,1299.03,-27.13,53.27,47.72,-1.0,Nunca,En riesgo,ACTIVO,0.5327450598620913,0.4772178730313839,-0.009966606541297312,-27.11999999999989,77,50067.26,650.2241558441559,137.55,2571.02,909.3301791231174,30,32,14,0.4772178730313839,0.5327450598620913,-0.009966606541297312
USR0037,2756.92,1768.33,521.12,467.47,64.14,18.9,16.96,Media,En observación,ACTIVO,0.6414150573828765,0.1890225323912192,0.16956241022590426,467.47000000000014,78,54302.97,696.1919230769231,253.01,2636.16,876.5974382732148,27,28,13,0.1890225323912192,0.6414150573828765,0.16956241022590426
USR0038,3473.84,2373.05,258.24,842.55,68.31,7.43,24.25,Alta,En observación,ACTIVO,0.6831201206733759,0.07433848421343528,0.24254139511318884,842.55,76,70162.77,923.1943421052632,359.44500000000005,3483.69,1143.188018728136,23,27,14,0.07433848421343528,0.6831201206733759,0.24254139511318884
USR0039,3178.83,2479.8,1333.52,-634.49,78.01,41.95,-19.96,Nunca,En riesgo,ACTIVO,0.7800983380677797,0.419500256383638,-0.19959859445141767,-634.4900000000002,77,67903.57,881.8645454545456,420.65,3100.85,1042.067292593689,23,26,13,0.419500256383638,0.7800983380677797,-0.19959859445141767
USR0040,2308.95,1690.58,362.18,256.19,73.22,15.69,11.1,Media,En observación,ACTIVO,0.7321856255007688,0.1568591784144308,0.11095519608480046,256.1899999999999,79,47994.4,607.5240506329114,232.32,2222.19,733.0516249503552,23,30,14,0.1568591784144308,0.7321856255007688,0.11095519608480046
USR0041,4752.36,2736.01,829.82,1186.53,57.57,17.46,24.97,Alta,Saludable,ACTIVO,0.5757160652812499,0.17461219267900582,0.2496717420397445,1186.5299999999993,76,89860.5,1182.375,452.88,4774.53,1598.8561941617304,29,29,15,0.17461219267900582,0.5757160652812499,0.2496717420397445
USR0042,4733.94,3192.45,708.76,832.73,67.44,14.97,17.59,Media,En observación,ACTIVO,0.6743748336480817,0.14971883885304843,0.1759063274988699,832.7299999999998,76,95116.73,1251.5359210526315,442.905,4699.04,1590.8315849845555,25,31,11,0.14971883885304843,0.6743748336480817,0.1759063274988699
USR0043,3852.78,2857.09,834.78,160.92,74.16,21.67,4.18,Baja,En observación,ACTIVO,0.7415658303874085,0.21666952174793264,0.041767243393082396,160.91000000000008,72,80518.42,1118.3113888888888,415.81,3985.26,1361.9421497789558,33,28,11,0.21666952174793264,0.7415658303874085,0.041767243393082396
USR0044,2395.96,1572.75,990.92,-167.71,65.64,41.36,-7.0,Nunca,En riesgo,ACTIVO,0.6564174694068349,0.41357952553465,-0.06999699494148484,-167.70999999999992,75,47624.58,634.9944,128.9,7385.1,1140.5471051177765,35,29,13,0.41357952553465,0.6564174694068349,-0.06999699494148484
USR0045,3877.62,2028.89,503.86,1344.86,52.32,12.99,34.68,Alta,Saludable,ACTIVO,0.5232307446320166,0.12994053053161475,0.34682614593487754,1344.87,77,70878.11,920.494935064935,194.55,3894.09,1344.5723485257538,30,34,12,0.12994053053161475,0.5232307446320166,0.34682614593487754
USR0046,2353.48,1317.91,109.93,925.63,56.0,4.67,39.33,Alta,Saludable,INACTIVO,0.5599835137753455,0.0467095535122457,0.393302683685436,925.6399999999999,76,44056.72,579.6936842105264,197.57,2373.97,799.8408757360713,29,26,13,0.0467095535122457,0.5599835137753455,0.393302683685436
USR0047,3545.2,2250.05,397.1,898.04,63.47,11.2,25.33,Alta,En observación,ACTIVO,0.6346750535935914,0.11201060588965363,0.25331151980142164,898.0499999999996,72,69543.03,965.8754166666666,270.315,3855.12,1298.4902549336173,28,27,12,0.11201060588965363,0.6346750535935914,0.25331151980142164
USR0048,2464.02,1567.33,409.87,486.82,63.61,16.63,19.76,Media,En observación,ACTIVO,0.6360865577389794,0.1663419939773216,0.197571448283699,486.82000000000005,74,48376.18,653.7321621621621,109.225,3862.11,946.5746851679168,26,30,12,0.1663419939773216,0.6360865577389794,0.197571448283699
USR0049,6907.61,2993.43,16.89,3897.29,43.34,0.24,56.42,Alta,Saludable,ACTIVO,0.4333524909483888,0.0024451293573319864,0.5642023796942792,3897.29,77,118812.56,1543.0202597402597,287.0,7017.48,2430.9684667470187,28,29,13,0.0024451293573319864,0.4333524909483888,0.5642023796942792
USR0050,2503.9,1948.91,590.63,-35.64,77.84,23.59,-1.42,Nunca,En riesgo,ACTIVO,0.7783497743520109,0.2358840209273533,-0.014233795279364192,-35.639999999999986,73,53433.82,731.9701369863013,392.88,2553.4,840.3626528081213,25,21,13,0.2358840209273533,0.7783497743520109,-0.014233795279364192
USR0051,3367.14,2691.09,860.62,-184.57,79.92,25.56,-5.48,Nunca,En riesgo,ACTIVO,0.7992212975997435,0.25559376800489436,-0.05481506560463777,-184.57000000000028,75,72698.69,969.3158666666667,253.06,3404.07,1149.1675227676926,26,34,13,0.25559376800489436,0.7992212975997435,-0.05481506560463777
USR0052,4838.18,4854.5,317.11,-333.43,100.34,6.55,-6.89,Nunca,En riesgo,ACTIVO,1.0033731692495937,0.06554324146683257,-0.06891641071642642,-333.4299999999997,74,116312.22,1571.7867567567569,841.125,4983.48,1732.2501556678399,27,26,13,0.06554324146683257,1.0033731692495937,-0.06891641071642642
USR0053,2142.25,1598.46,199.75,344.05,74.62,9.32,16.06,Media,En observación,ACTIVO,0.7461594118333528,0.09324308554090326,0.1606021706150076,344.03999999999996,76,44888.52,590.6384210526315,249.26,2023.12,682.1421174096643,29,29,14,0.09324308554090326,0.7461594118333528,0.1606021706150076
USR0054,2716.94,2044.49,1299.14,-626.69,75.25,47.82,-23.07,Nunca,En riesgo,ACTIVO,0.7524972947507121,0.4781629332999625,-0.23066022805067468,-626.69,73,57137.2,782.7013698630136,360.47,2721.15,919.4712425768818,27,23,13,0.4781629332999625,0.7524972947507121,-0.23066022805067468
USR0055,6078.52,2965.49,158.18,2954.85,48.79,2.6,48.61,Alta,Saludable,ACTIVO,0.4878638221145936,0.02602278186137415,0.48611339602403214,2954.850000000001,76,108528.04000000001,1428.0005263157896,468.07,6013.52,2043.7281738515,31,27,14,0.02602278186137415,0.4878638221145936,0.48611339602403214
USR0056,3983.39,3557.26,1348.4,-922.27,89.3,33.85,-23.15,Nunca,En riesgo,ACTIVO,0.89302327916674,0.3385056446895735,-0.23152892385631335,-922.2700000000004,79,90487.85,1145.4158227848102,580.21,3998.09,1314.378271596555,26,29,14,0.3385056446895735,0.89302327916674,-0.23152892385631335
USR0057,3524.69,2898.12,703.53,-76.97,82.22,19.96,-2.18,Nunca,En riesgo,ACTIVO,0.8222340120691465,0.19960053224538896,-0.02183738144347446,-76.95999999999981,78,77073.75,988.125,346.63,3549.8,1180.7377572889175,27,32,13,0.19960053224538896,0.8222340120691465,-0.02183738144347446
USR0058,3091.37,2186.77,761.71,142.89,70.74,24.64,4.62,Baja,En observación,ACTIVO,0.707378929083222,0.24639884581916757,0.04622222509761044,142.88999999999987,72,63337.76,879.6911111111111,187.935,9820.24,1532.8822537689825,33,26,12,0.24639884581916757,0.707378929083222,0.04622222509761044
USR0059,6362.18,3981.34,964.7,1416.15,62.58,15.16,22.26,Alta,En observación,ACTIVO,0.625782357619558,0.15163041598948787,0.22258879817924046,1416.14,72,124122.23999999999,1723.9199999999998,599.22,6516.36,2205.5778594646263,29,29,12,0.15163041598948787,0.625782357619558,0.22258879817924046
USR0060,6129.11,4544.64,1212.19,372.28,74.15,19.78,6.07,Baja,En observación,ACTIVO,0.7414844895914742,0.19777585979041004,0.06073965061811584,372.2799999999993,75,128085.04,1707.8005333333333,626.46,6226.69,2081.1823074584527,24,31,13,0.19777585979041004,0.7414844895914742,0.06073965061811584
USR0061,2637.28,1473.97,989.23,174.08,55.89,37.51,6.6,Baja,En observación,ACTIVO,0.5588978037978523,0.3750947946368986,0.06600740156524905,174.08000000000015,73,49335.05,675.8226027397261,277.92,2646.51,893.7870635469978,29,23,13,0.3750947946368986,0.5588978037978523,0.06600740156524905
USR0062,2327.54,1319.92,304.0,703.62,56.71,13.06,30.23,Alta,Saludable,ACTIVO,0.5670879984876738,0.1306100002577829,0.30230200125454343,703.6199999999999,75,43769.51,583.5934666666667,151.33,4021.85,883.8607363207404,28,26,12,0.1306100002577829,0.5670879984876738,0.30230200125454343
USR0063,3255.35,2045.12,590.52,619.71,62.82,18.14,19.04,Media,En observación,ACTIVO,0.6282335232770669,0.1813998494785507,0.19036662724438233,619.71,74,63605.7,859.5364864864864,298.59000000000003,3325.94,1175.627557918821,35,23,13,0.1813998494785507,0.6282335232770669,0.19036662724438233
USR0064,3530.77,3193.57,287.26,49.94,90.45,8.14,1.41,Baja,En riesgo,INACTIVO,0.9044967528329515,0.08135902366905802,0.014144223497990523,49.93999999999983,78,80692.08,1034.513846153846,384.76,4097.16,1270.4084171024508,24,28,15,0.08135902366905802,0.9044967528329515,0.014144223497990523
USR0065,3929.29,3603.99,297.53,27.77,91.72,7.57,0.71,Baja,En riesgo,ACTIVO,0.9172115064044649,0.0757210590208409,0.007067434574694156,27.77000000000021,75,90399.33,1205.3244,720.55,3884.01,1325.9439473286213,33,21,14,0.0757210590208409,0.9172115064044649,0.007067434574694156
USR0066,3330.5,1444.38,1783.65,102.46,43.37,53.56,3.08,Baja,En riesgo,ACTIVO,0.43368263023570036,0.5355502176850323,0.030764149527098033,102.4699999999998,74,57298.57,774.305,145.08999999999997,4536.53,1214.8794269247744,26,30,13,0.5355502176850323,0.43368263023570036,0.030764149527098033
USR0067,2673.88,1684.24,986.18,3.46,62.99,36.88,0.13,Baja,En observación,ACTIVO,0.6298861579427648,0.3688198423265068,0.0012939997307283796,3.46000000000015,73,52297.42,716.4030136986302,203.46,2885.62,981.1808415765682,28,25,13,0.3688198423265068,0.6298861579427648,0.0012939997307283796
USR0068,1377.22,1061.95,681.4,-366.13,77.11,49.48,-26.58,Nunca,En riesgo,ACTIVO,0.7710823252639375,0.4947648160787673,-0.2658471413427049,-366.13,75,29270.01,390.2668,94.45,1974.37,517.7668386215054,28,28,13,0.4947648160787673,0.7710823252639375,-0.2658471413427049
USR0069,3163.37,2502.84,627.36,33.17,79.12,19.83,1.05,Baja,En riesgo,ACTIVO,0.7911942011209565,0.19832014592033181,0.010485652958711754,33.16999999999973,73,67994.58,931.432602739726,425.86,3246.59,1072.7954495616002,27,27,13,0.19832014592033181,0.7911942011209565,0.010485652958711754
USR0070,6516.17,3918.81,678.0,1919.35,60.14,10.4,29.46,Alta,En observación,ACTIVO,0.6013977535883809,0.10404885078197776,0.2945518609858245,1919.3600000000001,73,125219.77,1715.3393150684933,525.16,14231.38,2701.6666077906266,24,22,13,0.10404885078197776,0.6013977535883809,0.2945518609858245
USR0071,5146.65,2990.78,488.23,1667.64,58.11,9.49,32.4,Alta,Saludable,ACTIVO,0.5811119854662743,0.09486364916984835,0.3240243653638775,1667.6399999999994,80,97649.24,1220.6155,425.095,5016.24,1661.164479995047,31,26,15,0.09486364916984835,0.5811119854662743,0.3240243653638775
USR0072,5026.03,3436.17,1890.08,-300.23,68.37,37.61,-5.97,Nunca,En observación,ACTIVO,0.683674789048215,0.3760582407984035,-0.05973501948854265,-300.22000000000025,75,101546.39,1353.9518666666665,582.44,5264.38,1746.1235012818825,28,21,13,0.3760582407984035,0.683674789048215,-0.05973501948854265
USR0073,5251.29,4265.73,234.91,750.65,81.23,4.47,14.29,Media,En observación,ACTIVO,0.81232040127283,0.044733770178375216,0.14294582854879467,750.6500000000004,81,114204.23,1409.9287654320988,702.12,5090.99,1653.0763886065447,35,27,14,0.044733770178375216,0.81232040127283,0.14294582854879467
USR0074,2535.56,1849.28,466.43,219.86,72.93,18.4,8.67,Baja,En observación,ACTIVO,0.7293378977425106,0.18395541813248356,0.08671062802694475,219.84999999999997,78,52618.08,674.5907692307693,240.52499999999998,2922.03,867.6386874263278,29,28,12,0.18395541813248356,0.7293378977425106,0.08671062802694475
USR0075,5758.07,3506.82,372.95,1878.3,60.9,6.48,32.62,Alta,En observación,ACTIVO,0.6090269829995121,0.06476996632552227,0.32620305067496574,1878.2999999999995,74,111178.7,1502.4148648648647,489.675,5821.68,1990.392572648788,28,27,11,0.06476996632552227,0.6090269829995121,0.32620305067496574
USR0076,1264.54,704.56,533.55,26.43,55.72,42.19,2.09,Baja,En riesgo,ACTIVO,0.5571670330713144,0.42193208597592796,0.020900880952757526,26.430000000000064,72,23629.14,328.1825,41.349999999999994,2403.4,550.66833046724,26,27,10,0.42193208597592796,0.5571670330713144,0.020900880952757526
USR0077,1905.13,1406.15,962.28,-463.3,73.81,50.51,-24.32,Nunca,En riesgo,ACTIVO,0.7380861148583037,0.5050993895429707,-0.24318550440127445,-463.29999999999995,75,39735.33,529.8044,190.65,2026.86,683.0231002330742,27,26,12,0.5050993895429707,0.7380861148583037,-0.24318550440127445
USR0078,4780.04,3228.84,1356.8,194.4,67.55,28.38,4.07,Baja,En observación,ACTIVO,0.6754838871641242,0.2838469970962586,0.04066911573961724,194.39999999999986,75,96106.51,1281.4201333333333,581.98,4863.03,1649.3661247824004,24,22,13,0.2838469970962586,0.6754838871641242,0.04066911573961724
USR0079,3985.9,1549.04,503.84,1933.02,38.86,12.64,48.5,Alta,Saludable,ACTIVO,0.3886299204696555,0.12640557966833085,0.48496449986201356,1933.0200000000002,79,66419.26,840.7501265822784,104.26,6840.72,1467.6223692696815,27,33,14,0.12640557966833085,0.3886299204696555,0.48496449986201356
USR0080,3741.11,3058.23,396.03,286.85,81.75,10.59,7.67,Baja,En observación,ACTIVO,0.8174659392533232,0.1058589562990663,0.07667510444761047,286.85000000000014,74,81592.12,1102.5962162162161,540.365,3727.61,1237.5843660337828,30,24,14,0.1058589562990663,0.8174659392533232,0.07667510444761047
USR0081,4371.8,2119.98,210.54,2041.28,48.49,4.82,46.69,Alta,Saludable,ACTIVO,0.48492154261402626,0.04815865318633057,0.46691980419964313,2041.2800000000002,72,77901.35,1081.9631944444445,312.595,4456.46,1544.3571857707543,30,26,12,0.04815865318633057,0.48492154261402626,0.46691980419964313
USR0082,2367.27,2029.61,371.76,-34.1,85.74,15.7,-1.44,Nunca,En riesgo,ACTIVO,0.8573631229221846,0.15704165557794422,-0.014404778500128841,-34.09999999999991,78,52762.58,676.4433333333334,300.06,2962.57,811.1083181442355,26,27,13,0.15704165557794422,0.8573631229221846,-0.014404778500128841
USR0083,3205.98,2702.83,1184.11,-680.97,84.31,36.93,-21.24,Nunca,En riesgo,ACTIVO,0.8430589086644333,0.3693441630952158,-0.21240619093069826,-680.9599999999998,76,70905.71,932.9698684210528,434.24,3135.1,1035.7622498655996,25,27,13,0.3693441630952158,0.8430589086644333,-0.21240619093069826
USR0084,4002.67,2047.05,96.06,1859.55,51.14,2.4,46.46,Alta,Saludable,ACTIVO,0.5114211263981292,0.023998980680395837,0.46457739458911174,1859.5600000000002,75,72596.64,967.9552,214.46,6981.39,1553.3278094651268,31,26,13,0.023998980680395837,0.5114211263981292,0.46457739458911174
USR0085,6538.64,5705.64,412.86,420.14,87.26,6.31,6.43,Baja,En observación,ACTIVO,0.8726034771756818,0.06314157072418729,0.06425495210013091,420.14,78,146931.35,1883.7352564102564,852.63,8777.72,2228.4905131691717,30,29,13,0.06314157072418729,0.8726034771756818,0.06425495210013091
USR0086,3388.83,2901.56,385.97,101.3,85.62,11.39,2.99,Baja,En riesgo,ACTIVO,0.8562129112407527,0.11389476604019677,0.029892322719050526,101.29999999999995,74,75484.62,1020.0624324324324,352.105,6753.23,1379.3376734861235,32,27,13,0.11389476604019677,0.8562129112407527,0.029892322719050526
USR0087,4693.08,1722.83,360.19,2610.06,36.71,7.67,55.61,Alta,Saludable,ACTIVO,0.3671000707424548,0.07674917112003204,0.5561507581375131,2610.06,82,76990.95,938.9140243902439,245.26,4545.89,1507.9965399040598,34,30,15,0.07674917112003204,0.3671000707424548,0.5561507581375131
